name,cho_per_100g,calories_per_100g,protein_per_100g,fat_per_100g,fiber_per_100g,is_vegan,is_vegetarian,is_gluten_free,is_lactose_free,food_group,typical_serving_size_g
cetriolo sbucciato,2.9,16,0.8,0.2,0.9,False,False,False,False,dolcificanti,5
purslane crude,1.5,9,0.9,0.2,0.0,True,True,True,True,grassi,15
cipolle di piselli cotte,15.5,81,4.6,0.4,4.0,False,False,True,True,dolcificanti,5
pomodoro cotto,4.9,22,1.2,0.1,0.9,False,False,True,False,verdura,80
Germogli di taro cotti,4.5,20,1.0,0.1,0.0,True,True,True,True,dolcificanti,5
scots cavolo crudo,5.6,28,1.9,0.4,1.1,True,True,True,True,verdura,80
carciofo crudo,13.5,60,4.2,0.2,6.9,False,False,False,False,carboidrati,100
germogli di fagioli navy crudi,13.6,70,6.4,0.7,0.0,True,True,True,True,proteine,90
sottaceti dolci,33.8,146,0.9,0.7,1.6,False,False,False,False,dolcificanti,5
ravanello orientale cotto,5.0,25,1.0,0.4,2.4,False,False,False,True,dolcificanti,5
foglie di patata dolce crude,3.1,15,0.9,0.2,1.9,False,False,True,False,carboidrati,100
"irishmossCity name (optional, probably does not need a translation)",0.6,2,0.037,0.049,0.082,True,True,True,True,frutta,120
foglie di drumstick cotte,4.7,25,2.2,0.4,0.8,True,True,True,True,frutta,120
zucca invernale cruda,10.0,39,1.1,0.2,1.7,True,True,True,True,verdura,80
zucca cruda,7.5,30,1.2,0.1,0.6,True,True,True,True,frutta,120
Ortaggi a radice e tubero,1.4,7,0.5,0.096,1.2,True,False,True,True,frutta,120
spinaci cotti,6.8,41,5.3,0.5,4.3,True,True,True,True,verdura,80
ravanelli sottaceti,7.8,42,1.7,0.5,3.3,False,False,False,False,dolcificanti,5
Cipolla dolce,25.0,106,2.6,0.3,3.0,False,True,True,False,verdura,80
Salsifica cotto,20.7,92,3.7,0.2,4.2,False,False,False,False,frutta,120
Semi di ravanello germogliati,1.4,16,1.4,1.0,0.0,True,True,True,True,grassi,15
rape crude,11.8,51,1.6,0.2,3.3,True,True,True,True,condimenti,10
radice di burdack cruda,20.5,85,1.8,0.2,3.9,True,True,True,True,carboidrati,100
Cavoli rossi cotti,11.8,49,2.6,0.2,4.4,False,False,True,False,dolcificanti,5
juta cruda,1.6,10,1.3,0.046,0.0,False,True,True,False,frutta,120
peperoncino essiccato a caldo,0.3,2,0.054,0.054,0.1,False,False,True,True,condimenti,10
salsify grezza,24.7,109,4.4,0.3,4.4,True,True,False,False,frutta,120
crookenck squash grezzo,4.9,24,1.3,0.3,1.3,True,True,True,True,grassi,15
zucca indiana cotta,7.6,38,0.7,0.4,3.5,True,True,True,True,frutta,120
poi,65.4,269,0.9,0.3,1.0,True,True,True,True,grassi,15
fiore di sesbania cotto,5.3,22,1.2,0.007,0.0,False,False,False,False,dolcificanti,5
zucca di ghianda cotta,29.9,115,2.3,0.3,9.0,True,True,True,True,verdura,80
cavolfiore cotto,5.1,29,2.3,0.6,2.9,False,False,False,False,verdura,80
zucca di pollo cotta,6.8,34,1.9,0.7,2.0,True,True,True,False,proteine,90
Alga lavera,0.1,1,0.2,0.012,0.09,False,False,True,False,carboidrati,100
Igname di montagna cotto,29.0,119,2.5,0.1,0.0,True,True,True,True,dolcificanti,5
fiori di zucca crudi,1.1,5,0.3,0.084,0.0,True,True,True,False,frutta,120
Senape verde cruda,2.6,15,1.6,0.2,1.8,True,False,False,False,condimenti,10
punta di freccia,2.4,12,0.6,0.084,0.0,True,True,True,True,frutta,120
Cavoli giapponesi,8.5,45,2.4,0.2,4.7,False,False,False,False,dolcificanti,5
Germogli di fagiolo mungo cotti,4.5,24,2.5,0.1,1.0,False,True,True,True,dolcificanti,5
zucca di capesante cotta,5.9,29,1.9,0.3,3.4,True,True,True,True,frutta,120
foglie di zucca cotte,2.4,15,1.9,0.2,1.9,True,True,True,True,frutta,120
Pepe ungherese,1.8,8,0.2,0.1,0.3,True,True,True,True,condimenti,10
Patate dolci cotte,23.6,103,2.3,0.2,3.8,True,False,True,True,dolcificanti,5
cavolo cinese pe tsai crudo,2.5,12,0.9,0.2,0.9,False,False,True,False,verdura,80
taro greggio,27.5,116,1.6,0.2,4.3,False,True,True,False,grassi,15
Jicama di semi di patata,11.5,49,0.9,0.1,6.4,False,True,True,True,carboidrati,100
Olive,0.5,10,0.09,0.9,0.1,True,True,False,True,proteine,90
verdure di senape cotte,6.3,36,3.6,0.7,2.8,True,True,True,True,condimenti,10
fiori di zucca cotti,4.4,20,1.5,0.1,1.2,False,True,True,True,frutta,120
felce arborea cotta,15.3,57,0.4,0.096,5.3,True,True,False,True,frutta,120
granturco giallo crudo,123.3,606,15.6,7.9,12.1,False,False,False,False,dolcificanti,5
indive,1.7,9,0.6,0.1,1.6,True,True,True,True,frutta,120
"wakameCity name (optional, probably does not need a translation)",7.3,36,2.4,0.5,0.4,True,True,True,True,frutta,120
taro tahitiano crudo,8.6,55,3.5,1.2,0.0,False,False,True,False,frutta,120
broccoli crudi,6.0,31,2.6,0.3,2.4,True,False,True,True,verdura,80
peperoni verdi dolci crudi,6.9,30,1.3,0.3,2.5,False,False,False,False,condimenti,10
cavolo cinese pak choi cotto,3.0,20,2.7,0.3,1.7,False,False,True,False,verdura,80
agar,0.3,1,0.053,0.058,0.027,True,True,True,True,grassi,15
crescione,0.4,4,0.8,0.006,0.2,False,False,True,False,frutta,120
Barbabietole da zucchero cotte,7.9,39,3.7,0.3,4.2,True,True,True,True,dolcificanti,5
zucca invernale cotta,18.1,76,1.8,0.7,5.7,True,True,True,True,frutta,120
nuovo zeloe spinaci crudi,1.4,8,0.8,0.1,0.8,True,False,True,True,verdura,80
"okraCity name (optional, probably does not need a translation)",0.9,4,0.2,0.082,0.4,True,True,True,True,frutta,120
yautia tannier,31.9,132,2.0,0.5,2.0,True,True,True,False,frutta,120
spinaci di senape cotti,5.0,29,3.1,0.4,3.6,False,True,True,True,verdura,80
rabarbaro cotto,74.9,278,0.9,0.1,4.8,False,False,True,False,frutta,120
bietole crude,13.0,58,2.2,0.2,3.8,True,True,True,True,condimenti,10
cialde a tamburo crude,8.5,37,2.1,0.2,3.2,True,True,True,True,condimenti,10
zucchine bambino,0.3,2,0.3,0.089,0.1,True,True,True,True,carboidrati,100
cipolla cruda,3.7,16,0.4,0.048,0.7,False,True,True,False,verdura,80
Romanesco cotto,7.7,39,3.7,0.4,4.0,False,False,False,False,dolcificanti,5
zucca di butternutt cruda,23.4,90,2.0,0.2,4.0,True,True,True,True,frutta,120
foglie di amaranto,1.1,6,0.7,0.075,0.0,False,False,False,True,grassi,15
rape verdi crudi,3.9,18,0.8,0.2,1.8,True,True,True,True,carboidrati,100
spaghetti zucca cruda,7.0,31,0.6,0.6,1.5,True,True,True,True,carboidrati,100
alga secca,9.2,52,3.1,0.3,7.3,False,False,True,False,carboidrati,100
igname cotto,37.4,158,2.0,0.2,5.3,True,True,True,True,carboidrati,100
granturco essiccato,18.8,119,4.1,3.0,5.8,False,False,True,False,verdura,80
cetriolo,5.4,23,1.0,0.2,0.8,True,True,True,False,frutta,120
"arrowrootCity name (optional, probably does not need a translation)",16.1,78,5.1,0.2,1.6,True,True,True,True,verdura,80
cardo crudo,7.2,30,1.2,0.2,2.8,False,False,True,True,carboidrati,100
Germogli di bambù cotti,2.3,14,1.8,0.3,1.2,False,True,True,True,dolcificanti,5
zucca d'estate cruda,8.7,42,3.1,0.5,2.9,True,True,True,True,verdura,80
patate dolci crude,26.2,112,2.0,0.002,3.9,True,True,True,True,dolcificanti,5
Pomodoro verde,9.3,42,2.2,0.4,2.0,False,False,True,True,verdura,80
Barbabietole verdi crude,1.6,8,0.8,0.078,1.4,False,False,True,True,carboidrati,100
cavolo verza cotto,9.2,41,3.1,0.2,4.8,False,False,True,False,verdura,80
cicoria witloof,2.1,9,0.5,0.031,1.6,True,True,True,True,frutta,120
rape cotte,7.9,34,1.1,0.1,3.1,True,True,True,True,frutta,120
Pomodori secchi,1.1,5,0.3,0.053,0.2,False,False,True,False,dolcificanti,5
radicchio,2.9,15,0.9,0.2,0.6,True,True,True,True,frutta,120
Ortaggi misti cotti,23.8,118,5.2,0.3,8.0,False,True,True,True,grassi,15
pomodoro giallo,6.3,32,2.1,0.6,1.5,False,False,False,False,verdura,80
cardo cotto,6.4,26,0.9,0.1,2.0,False,False,True,False,carboidrati,100
spinaci crudi,1.1,7,0.9,0.1,0.7,True,True,True,True,verdura,80
cavolo crudo,0.9,7,0.6,0.3,0.9,False,False,True,False,verdura,80
Baccelli di tamburo cotti,9.7,42,2.5,0.2,5.0,False,False,True,False,dolcificanti,5
Kohlrabi crudo,16.4,72,4.5,0.3,9.5,False,False,True,False,carboidrati,100
Cavoletti di lenticchie,17.0,82,6.9,0.4,0.0,False,False,False,True,proteine,90
carote crude,5.8,25,0.6,0.1,1.7,True,True,True,True,carboidrati,100
peperoni rossi,4.0,18,0.8,0.2,0.7,False,True,True,True,condimenti,10
finocchio,17.1,73,2.9,0.5,7.3,True,True,True,True,frutta,120
Mais dolce bianco,13.9,63,2.4,0.9,2.0,False,False,False,False,dolcificanti,5
sedaniaco crudo,14.4,66,2.3,0.5,2.8,False,False,False,False,carboidrati,100
zucca hubbard cruda,10.1,46,2.3,0.6,4.5,True,True,True,True,verdura,80
Cavoletti di Bruxelles cotti,1.5,8,0.5,0.1,0.5,True,True,True,True,dolcificanti,5
carote cotte,3.8,16,0.3,0.092,1.4,True,True,True,True,carboidrati,100
agnelli quarti crudi,0.069,0,0.08,0.067,0.046,False,False,False,False,dolcificanti,5
radice di loto cotta,1.4,6,0.1,0.056,0.3,False,False,True,True,dolcificanti,5
piselli spaccati crudi,118.9,672,48.4,2.3,50.2,False,True,True,False,grassi,15
scots cavolo cotto,7.3,36,2.5,0.5,0.0,False,True,True,True,verdura,80
Mais cotto,21.6,99,3.5,1.5,2.5,False,False,False,False,dolcificanti,5
ravanello crudo,0.2,1,0.042,0.026,0.002,False,False,True,False,verdura,80
ortiche pungenti,6.7,37,2.4,0.007,6.1,True,True,False,True,grassi,15
carote del bambino,1.2,5,0.031,0.053,0.4,False,False,True,True,carboidrati,100
Peperoni dolci gialli,11.8,50,1.9,0.4,1.7,False,False,False,False,condimenti,10
foglie di taro crude,1.9,12,1.4,0.2,1.0,False,False,True,True,grassi,15
granturco greggio,26.7,123,4.7,1.9,2.9,True,True,True,True,dolcificanti,5
roselle,6.4,28,0.5,0.4,0.0,True,True,True,True,verdura,80
foglie di drumstick crude,1.7,13,2.0,0.3,0.4,True,True,True,True,condimenti,10
zucca di capesante cruda,5.0,23,1.6,0.3,1.6,True,True,True,True,frutta,120
Barbaforte/rafano/cren,15.8,65,1.3,0.2,1.4,True,True,True,True,carboidrati,100
cavoletti di Bruxelles crudi,1.7,8,0.6,0.077,0.7,True,True,True,True,condimenti,10
cavolo cotto,6.3,42,3.5,1.4,4.7,False,False,True,False,verdura,80
pupusas con frijoles,39.7,289,7.0,11.4,7.3,True,True,True,True,frutta,120
Cavoli mostarda,7.2,36,1.4,0.1,4.0,False,False,True,False,frutta,120
zucca cruda,4.1,19,1.1,0.2,1.0,True,True,True,True,frutta,120
zucca al burro cotta,21.0,80,1.8,0.2,6.4,True,False,True,True,grassi,15
Barbabietole da zucchero cotte,35.1,146,3.5,0.2,3.0,True,True,True,True,dolcificanti,5
"cassavaCity name (optional, probably does not need a translation)",78.4,330,2.8,0.6,3.7,True,True,True,True,frutta,120
carote di piselli cotte,16.2,77,4.9,0.7,5.0,False,False,True,True,carboidrati,100
lattuga romana,1.5,8,0.6,0.1,1.0,False,False,True,False,verdura,80
igname greggio,41.8,177,2.3,0.3,6.2,True,True,True,True,grassi,15
sottaceti di chowchow,65.3,296,3.7,2.2,3.7,False,False,False,False,dolcificanti,5
rape di prateria crude,4.5,20,0.3,0.029,1.0,True,False,True,True,grassi,15
cavolo verza cruda,4.3,19,1.4,0.017,2.2,False,False,True,False,verdura,80
sedano crudo,1.2,6,0.3,0.045,0.6,False,False,False,False,verdura,80
sedani-rapa,9.1,42,1.5,0.3,0.0,False,False,False,False,grassi,15
spinaci di senape crudi,5.9,33,3.3,0.5,4.2,True,False,True,True,verdura,80
zucchine crude,8.1,44,3.1,0.8,2.6,True,True,True,True,condimenti,10
okra cotto,7.2,35,3.0,0.3,4.0,False,False,False,False,frutta,120
ravanello di ghiacciolo bianco,2.6,14,1.1,0.1,1.4,False,False,False,True,dolcificanti,5
Pomodoro aranciato,3.5,18,1.3,0.2,1.0,False,False,True,True,frutta,120
foglie di zucca crude,0.9,7,1.2,0.2,0.0,False,True,True,True,condimenti,10
spaghetti di zucca cotti,10.0,42,1.0,0.4,2.2,False,False,True,True,carboidrati,100
Mais bianco cotto,22.4,100,3.4,1.5,2.8,False,False,False,False,dolcificanti,5
carciofo cotto,14.3,64,3.5,0.4,10.3,False,False,False,False,carboidrati,100
avocado,23.0,432,5.4,39.6,18.1,True,True,True,True,grassi,15
Fattorie di fagiolini wellsley,1.7,8,0.3,0.0,0.087,True,True,True,True,verdura,80
quarti di agnello cotti,9.0,58,5.8,1.3,3.8,True,True,False,True,dolcificanti,5
Piselli cotti,25.0,134,8.6,0.4,8.8,False,False,True,True,grassi,15
Barbabietole da zucchero cotte,5.0,22,0.8,0.085,1.0,True,True,True,True,dolcificanti,5
scalogni secchi,0.7,3,0.1,0.013,0.1,True,True,True,False,frutta,120
lattuga verde,4.3,23,2.0,0.2,2.0,False,True,True,False,verdura,80
Kohlrabi cotti,11.0,48,3.0,0.2,1.8,False,True,True,True,dolcificanti,5
kanpyo essiccato,35.1,139,4.6,0.3,5.3,False,False,True,False,verdura,80
rape di prateria bollite,4.2,18,0.2,0.086,1.0,True,True,True,True,dolcificanti,5
Rab di broccoli cotti,2.7,21,3.3,0.4,2.4,False,False,False,True,verdura,80
zucca d'estate cotta,9.9,49,2.7,1.0,2.9,True,True,True,True,frutta,120
taro cotto,45.7,187,0.7,0.1,6.7,False,False,True,False,carboidrati,100
scalogno di cipolla primaverile,1.5,6,0.4,0.077,0.5,True,False,True,False,verdura,80
zucca hubbard cotta,12.3,57,2.8,0.7,5.5,True,True,True,True,verdura,80
Pepe di gialapeno,0.9,4,0.1,0.002,0.4,False,False,False,False,condimenti,10
nuovo zeloe spinaci cotti,3.8,22,2.3,0.3,2.5,True,False,True,True,verdura,80
fiore di sesbania crudo,0.2,1,0.012,0.095,0.0,False,False,True,True,dolcificanti,5
Spirulina essiccata,1.7,20,4.0,0.5,0.3,True,True,True,True,carboidrati,100
cavolo cinese pe tsai cotto,2.9,17,1.8,0.2,2.0,False,False,False,False,verdura,80
zucchine cotte,4.8,27,2.1,0.6,1.8,True,True,True,True,frutta,120
olive verdi in salamoia,0.1,4,0.073,0.4,0.057,False,True,False,True,carboidrati,100
radice di loto cruda,19.8,85,3.0,0.1,5.6,False,False,True,True,carboidrati,100
Foglie di uva,2.4,13,0.8,0.3,1.5,True,True,True,True,frutta,120
cetriolo sottaceto di aneto,3.7,17,0.9,0.2,1.6,False,False,False,False,condimenti,10
Cavolo puzzolente,1.8,11,1.5,0.1,1.2,False,False,True,False,verdura,80
Pepe di banana,1.8,9,0.5,0.1,1.1,False,False,True,True,frutta,120
ravanello orientale crudo,13.9,61,2.0,0.3,5.4,False,False,False,True,dolcificanti,5
purslane cotte,4.1,21,1.7,0.2,0.0,True,True,True,True,frutta,120
rabarbaro greggio,2.3,11,0.5,0.1,0.9,False,False,True,False,dolcificanti,5
Cavolo paludoso,3.6,20,2.0,0.2,1.9,False,False,False,False,verdura,80
Germogli di fagiolo mungo crudi,1.2,6,0.6,0.044,0.4,True,True,True,True,dolcificanti,5
cipolla cotta,1.5,7,0.2,0.034,0.2,False,False,True,False,verdura,80
swiss bietola cruda,1.3,7,0.6,0.042,0.6,True,True,True,True,verdura,80
piselli crudi,21.0,117,7.9,0.6,7.4,False,True,True,False,grassi,15
Cavoli cotti,8.3,35,1.9,0.019,2.9,False,False,False,False,frutta,120
foglie di taro cotte,5.6,35,3.9,0.6,2.9,False,False,True,True,dolcificanti,5
porri cotti,9.4,38,1.0,0.2,1.2,False,False,False,False,grassi,15
piselli spaccati cotti,40.2,227,16.3,0.8,16.3,False,True,False,True,dolcificanti,5
giallo mais dolce,14.2,58,4.1,0.4,1.5,False,False,False,False,dolcificanti,5
asparagi crudi,0.5,2,0.3,0.037,0.3,True,True,True,False,carboidrati,100
cotto a collare,10.7,63,5.1,1.4,7.6,False,False,False,False,dolcificanti,5
bietola bianca cotta,7.2,35,3.3,0.1,3.7,True,True,False,False,verdura,80
Nopale cotte,4.9,22,2.0,0.003,3.0,True,True,True,True,frutta,120
taro tahitiano cotto,9.4,60,5.7,0.9,0.0,False,False,True,False,frutta,120
cavolo cinese pak choi crude,1.5,9,1.1,0.1,0.7,False,False,True,True,verdura,80
peperoncino verde,4.3,18,0.9,0.097,0.7,False,False,True,True,condimenti,10
igname di montagna greggio,22.2,91,1.8,0.1,3.4,False,True,True,False,dolcificanti,5
pastinaca cotta,27.2,114,2.1,0.5,6.4,True,False,False,False,verdura,80
stufato di pomodoro,16.1,97,2.4,3.3,2.1,False,False,True,False,verdura,80
peperoni verdi dolci cotti,4.5,19,0.7,0.1,0.9,False,False,False,False,condimenti,10
Mais bianco crudo,31.6,143,5.3,2.0,4.5,False,False,False,True,dolcificanti,5
rutabaga cruda,66.5,286,8.3,1.2,17.8,True,True,False,True,carboidrati,100
peperoni jalapeno in scatola,6.4,37,1.3,1.3,3.5,False,False,True,True,condimenti,10
zucca in scatola,19.8,83,2.7,0.7,7.1,True,True,True,True,frutta,120
cipolle di piselli in scatola,10.3,61,3.9,0.5,2.8,False,False,True,True,dolcificanti,5
purè di patate dolce in scatola,59.1,258,5.0,0.5,4.3,False,False,True,False,dolcificanti,5
Hominy in scatola,23.5,119,2.4,1.5,4.1,True,True,True,False,dolcificanti,5
purea di pomodoro in scatola,22.5,95,4.1,0.5,4.8,False,False,True,False,verdura,80
pomodori secchi in scatola sott'olio,0.7,6,0.2,0.4,0.2,False,False,False,False,grassi,15
verdure miste in scatola,17.5,88,3.5,0.6,9.3,True,True,True,True,verdura,80
funghi di paglia in scatola,0.3,2,0.2,0.09,0.1,False,False,True,False,dolcificanti,5
capperi in scatola,0.4,2,0.2,0.089,0.3,True,True,True,False,carboidrati,100
peperoni rossi in scatola,3.7,15,0.7,0.058,0.9,False,True,True,False,condimenti,10
carote in scatola,24.4,104,2.6,0.6,8.2,True,True,True,True,carboidrati,100
pomodori in scatola di succo di pomodoro,9.6,41,1.9,0.3,2.4,False,False,True,True,verdura,80
asparagi in scatola,10.2,62,7.4,0.7,4.1,True,True,True,False,carboidrati,100
peperoni rossi dolci in scatola,5.5,25,1.1,0.4,1.7,False,True,True,False,condimenti,10
cipolle in scatola,2.5,12,0.5,0.084,0.8,True,True,True,True,carboidrati,100
rape in scatola,4.0,27,2.0,0.4,1.9,True,True,True,True,carboidrati,100
cuori di palma,1.5,9,0.8,0.2,0.8,False,False,False,False,frutta,120
spinaci in scatola,6.8,44,4.9,0.9,3.7,True,True,True,True,verdura,80
in scatola di patate dolci,133.5,568,6.3,1.3,16.0,False,False,True,True,dolcificanti,5
mais in scatola,11.1,49,1.6,0.6,1.4,False,True,True,False,dolcificanti,5
carote di piselli in scatola,21.6,97,5.5,0.7,8.4,False,False,True,True,carboidrati,100
zucca di coccodrillo in scatola,6.2,27,1.3,0.1,2.9,True,True,True,True,grassi,15
pomodori in scatola,17.6,77,4.0,0.7,4.6,False,True,True,False,dolcificanti,5
pimento in scatola,9.8,44,2.1,0.6,3.6,False,False,True,True,condimenti,10
peperoni verdi dolci in scatola,5.5,25,1.1,0.4,1.7,False,False,False,False,condimenti,10
piselli in scatola,9.5,57,3.5,0.8,0.0,False,True,True,True,dolcificanti,5
peperoncino in scatola,6.4,29,1.0,0.4,2.4,True,True,True,True,condimenti,10
peperoni verdi in scatola,3.7,15,0.7,0.074,0.9,False,False,False,False,condimenti,10
foglie di uva in scatola,3.3,20,1.2,0.6,2.8,False,True,True,True,frutta,120
crauti in scatola,6.1,27,1.3,0.2,4.1,False,True,True,False,frutta,120
Barbabietole in scatola,16.2,69,2.0,0.2,3.0,False,False,True,True,carboidrati,100
pomodori stufati in scatola,15.8,66,2.3,0.5,2.6,False,False,True,False,dolcificanti,5
pasta di pomodoro in scatola,49.5,215,11.3,1.2,10.7,False,False,True,False,carboidrati,100
pancetta ranch insalata mcdonalds,19.4,389,28.1,20.1,3.2,True,True,True,True,condimenti,10
insalata di cesare con pollo alla griglia mcdonalds,11.3,201,29.1,5.6,3.3,True,True,True,True,proteine,90
insalata di cesare mcdonalds,9.1,94,6.8,4.4,3.4,True,False,True,True,dolcificanti,5
insalata di verdure,4.4,22,1.7,0.054,0.0,False,True,True,True,verdura,80
insalata di verdure con pollo,2.5,70,11.6,1.5,0.0,True,True,True,False,proteine,90
Insalata di patate,27.9,358,6.7,20.5,3.3,False,False,True,False,frutta,120
taco insalata taco campana,80.5,906,35.7,48.9,16.0,False,True,True,True,carboidrati,100
lattuga iceberg,1.7,8,0.5,0.045,0.7,True,True,True,False,verdura,80
cornsalad,2.0,12,1.1,0.2,0.0,True,True,True,True,carboidrati,100
Insalata di patate con uova,40.5,393,4.9,23.5,3.3,False,False,True,False,dolcificanti,5
insalata laterale mcdonalds,3.7,17,0.9,0.2,1.4,True,True,True,True,condimenti,10
insalata di cesare con pollo croccante mcdonalds,19.2,349,25.7,16.4,3.4,True,True,True,True,proteine,90
insalata di mele con noci,25.6,191,3.5,8.2,3.6,False,False,False,False,grassi,15
insalata di verdure con uova di formaggio,3.2,68,5.8,3.9,0.0,True,False,True,True,proteine,90
celtuce,0.3,1,0.071,0.088,0.1,True,True,True,True,frutta,120
rucola,0.7,5,0.5,0.1,0.3,True,True,True,True,verdura,80
insalata di verdure con gamberi,4.4,71,9.7,1.7,0.0,False,True,True,True,grassi,15
"ColeslawCity name (optional, probably does not need a translation)",28.4,292,1.8,18.9,3.6,True,True,True,True,frutta,120
funghi shiitake cotti,2.6,10,0.3,0.007,0.4,False,True,False,True,frutta,120
shiitake funghi crudi,1.3,6,0.4,0.039,0.5,False,True,True,True,frutta,120
funghi crimini,0.3,1,0.2,0.018,0.064,False,True,True,False,carboidrati,100
